,trial,name,params,2009,2010,loss
55,99,with_threshold,"{'N_bins': 36, 't_lm': 0.7089262623661045}",9,7,31
56,99,sing.link.,{'eps': 0.14937645612363318},8,4,35
57,99,only_threshold,{'t_lm': 0.5390077343268245},27,16,38
58,99,without_threshold,{'N_bins': 25},16,17,26
59,99,with_threshold,"{'N_bins': 24, 't_lm': 0.728795057480499}",9,7,31
60,99,sing.link.,{'eps': 0.4851003232856633},8,4,35
61,99,only_threshold,{'t_lm': 0.6315177688072564},27,16,38
62,99,without_threshold,{'N_bins': 13},16,17,26
63,99,with_threshold,"{'N_bins': 15, 't_lm': 0.21055650457133546}",9,7,31
64,99,sing.link.,{'eps': 0.22031005056498626},8,4,35
65,99,only_threshold,{'t_lm': 0.7233787751121127},27,16,38
66,99,without_threshold,{'N_bins': 3},16,17,26
67,99,with_threshold,"{'N_bins': 29, 't_lm': 0.6093586538317864}",9,7,31
68,99,sing.link.,{'eps': 0.10242527510354567},8,4,35
69,99,only_threshold,{'t_lm': 0.6421446859425121},27,16,38
70,99,without_threshold,{'N_bins': 4},16,17,26
71,99,with_threshold,"{'N_bins': 25, 't_lm': 0.4764312044852933}",9,7,31
72,99,sing.link.,{'eps': 0.16537802688588776},8,4,35
73,99,only_threshold,{'t_lm': 0.8111670719283579},27,16,38
74,99,without_threshold,{'N_bins': 50},16,17,26
75,99,with_threshold,"{'N_bins': 46, 't_lm': 0.30290263842037835}",9,7,31
76,99,sing.link.,{'eps': 0.16214695157458864},8,4,35
77,99,only_threshold,{'t_lm': 0.547900237013387},27,16,38
78,99,without_threshold,{'N_bins': 21},16,17,26
79,99,with_threshold,"{'N_bins': 32, 't_lm': 0.5345050077688491}",9,7,31
80,99,sing.link.,{'eps': 0.11290936242552269},8,4,35
81,99,only_threshold,{'t_lm': 0.41098942361340396},27,16,38
82,99,without_threshold,{'N_bins': 5},16,17,26
83,99,with_threshold,"{'N_bins': 7, 't_lm': 0.8694567865389443}",9,7,31
84,99,sing.link.,{'eps': 0.416744288529294},8,4,35
85,99,only_threshold,{'t_lm': 0.2762335551618172},27,16,38
86,99,without_threshold,{'N_bins': 3},16,17,26
87,99,with_threshold,"{'N_bins': 15, 't_lm': 0.19797727702683832}",9,7,31
88,99,sing.link.,{'eps': 0.15860093757287844},8,4,35
89,99,only_threshold,{'t_lm': 0.5025122696654979},27,16,38
90,99,without_threshold,{'N_bins': 47},16,17,26
91,99,with_threshold,"{'N_bins': 21, 't_lm': 0.3822241654936518}",9,7,31
92,99,sing.link.,{'eps': 0.38054044793990716},8,4,35
93,99,only_threshold,{'t_lm': 0.5766442301209328},27,16,38
94,99,without_threshold,{'N_bins': 33},16,17,26
95,99,with_threshold,"{'N_bins': 35, 't_lm': 0.5076695591831978}",9,7,31
96,99,sing.link.,{'eps': 0.280716716855286},8,4,35
97,99,only_threshold,{'t_lm': 0.7941527244392403},27,16,38
98,99,without_threshold,{'N_bins': 8},16,17,26
99,99,with_threshold,"{'N_bins': 18, 't_lm': 0.8469009056549176}",9,7,31
100,99,sing.link.,{'eps': 0.3960500705336457},8,4,35
101,99,only_threshold,{'t_lm': 0.1865607144440806},27,16,38
102,99,without_threshold,{'N_bins': 19},16,17,26
103,99,with_threshold,"{'N_bins': 40, 't_lm': 0.37402974215644724}",9,7,31
104,99,sing.link.,{'eps': 0.27500919652609834},8,4,35
105,99,only_threshold,{'t_lm': 0.13271150330187506},27,16,38
106,99,without_threshold,{'N_bins': 4},16,17,26
107,99,with_threshold,"{'N_bins': 9, 't_lm': 0.5586676084745025}",9,7,31
108,99,sing.link.,{'eps': 0.2531976904515443},8,4,35
109,99,only_threshold,{'t_lm': 0.5811566053857646},27,16,38
110,99,without_threshold,{'N_bins': 17},16,17,26
111,99,with_threshold,"{'N_bins': 45, 't_lm': 0.2980527639772218}",9,7,31
112,99,sing.link.,{'eps': 0.3585308304718988},8,4,35
113,99,only_threshold,{'t_lm': 0.6260503509502024},27,16,38
114,99,without_threshold,{'N_bins': 33},16,17,26
115,99,with_threshold,"{'N_bins': 25, 't_lm': 0.646205769623214}",9,7,31
116,99,sing.link.,{'eps': 0.38720893443934523},8,4,35
117,99,only_threshold,{'t_lm': 0.23065785834110814},27,16,38
118,99,without_threshold,{'N_bins': 26},16,17,26
119,99,with_threshold,"{'N_bins': 32, 't_lm': 0.2129207452370121}",9,7,31
120,99,sing.link.,{'eps': 0.39435430760670453},8,4,35
121,99,only_threshold,{'t_lm': 0.6778537972440031},27,16,38
122,99,without_threshold,{'N_bins': 3},16,17,26
123,99,with_threshold,"{'N_bins': 2, 't_lm': 0.8776224894229121}",9,7,31
124,99,sing.link.,{'eps': 0.34103789845437915},8,4,35
125,99,only_threshold,{'t_lm': 0.8597287547738474},27,16,38
126,99,without_threshold,{'N_bins': 45},16,17,26
127,99,with_threshold,"{'N_bins': 45, 't_lm': 0.21649363904868668}",9,7,31
128,99,sing.link.,{'eps': 0.2938016376576254},8,4,35
129,99,only_threshold,{'t_lm': 0.24591800142941384},27,16,38
130,99,without_threshold,{'N_bins': 31},16,17,26
131,99,with_threshold,"{'N_bins': 38, 't_lm': 0.4760326809787434}",9,7,31
132,99,sing.link.,{'eps': 0.259358955554087},8,4,35
133,99,only_threshold,{'t_lm': 0.6340948481078476},27,16,38
134,99,without_threshold,{'N_bins': 36},16,17,26
135,99,with_threshold,"{'N_bins': 4, 't_lm': 0.5423687492365107}",9,7,31
136,99,sing.link.,{'eps': 0.1739613390535139},8,4,35
137,99,only_threshold,{'t_lm': 0.8086931161613985},27,16,38
138,99,without_threshold,{'N_bins': 3},16,17,26
139,99,with_threshold,"{'N_bins': 3, 't_lm': 0.7165785361655047}",9,7,31
140,99,sing.link.,{'eps': 0.43494110689784216},8,4,35
141,99,only_threshold,{'t_lm': 0.5577899894732721},27,16,38
142,99,without_threshold,{'N_bins': 42},16,17,26
143,99,with_threshold,"{'N_bins': 50, 't_lm': 0.7284027107841716}",9,7,31
144,99,sing.link.,{'eps': 0.4474149356483087},8,4,35
145,99,only_threshold,{'t_lm': 0.3814406194052171},27,16,38
146,99,without_threshold,{'N_bins': 47},16,17,26
147,99,with_threshold,"{'N_bins': 30, 't_lm': 0.40180016121530227}",9,7,31
148,99,sing.link.,{'eps': 0.14412977936656765},8,4,35
149,99,only_threshold,{'t_lm': 0.5870924627100259},27,16,38
150,99,without_threshold,{'N_bins': 19},16,17,26
151,99,with_threshold,"{'N_bins': 2, 't_lm': 0.20066195511722118}",9,7,31
152,99,sing.link.,{'eps': 0.40069935008388835},8,4,35
153,99,only_threshold,{'t_lm': 0.48484732362592253},27,16,38
154,99,without_threshold,{'N_bins': 37},16,17,26
155,99,with_threshold,"{'N_bins': 29, 't_lm': 0.8986398040385661}",9,7,31
156,99,sing.link.,{'eps': 0.1833403239732471},8,4,35
157,99,only_threshold,{'t_lm': 0.8500989101583468},27,16,38
158,99,without_threshold,{'N_bins': 50},16,17,26
159,99,with_threshold,"{'N_bins': 17, 't_lm': 0.4487864635701181}",9,7,31
160,99,sing.link.,{'eps': 0.3564883569088716},8,4,35
161,99,only_threshold,{'t_lm': 0.38010152162297794},27,16,38
162,99,without_threshold,{'N_bins': 5},16,17,26
163,99,with_threshold,"{'N_bins': 27, 't_lm': 0.5650050916485985}",9,7,31
164,99,sing.link.,{'eps': 0.2120605289481466},8,4,35
165,99,only_threshold,{'t_lm': 0.4724637585439906},27,16,38
166,99,without_threshold,{'N_bins': 21},16,17,26
167,99,with_threshold,"{'N_bins': 44, 't_lm': 0.6033396917560403}",9,7,31
168,99,sing.link.,{'eps': 0.30324323769015976},8,4,35
169,99,only_threshold,{'t_lm': 0.17023140782275448},27,16,38
170,99,without_threshold,{'N_bins': 6},16,17,26
171,99,with_threshold,"{'N_bins': 9, 't_lm': 0.17225716526073764}",9,7,31
172,99,sing.link.,{'eps': 0.3814974933790761},8,4,35
173,99,only_threshold,{'t_lm': 0.49157297715331283},27,16,38
174,99,without_threshold,{'N_bins': 12},16,17,26
175,99,with_threshold,"{'N_bins': 40, 't_lm': 0.2206345847073634}",9,7,31
176,99,sing.link.,{'eps': 0.12052754382328544},8,4,35
177,99,only_threshold,{'t_lm': 0.5135555369461742},27,16,38
178,99,without_threshold,{'N_bins': 8},16,17,26
179,99,with_threshold,"{'N_bins': 44, 't_lm': 0.7664000886369127}",9,7,31
180,99,sing.link.,{'eps': 0.30134495543017115},8,4,35
181,99,only_threshold,{'t_lm': 0.3485334380547641},27,16,38
182,99,without_threshold,{'N_bins': 46},16,17,26
183,99,with_threshold,"{'N_bins': 45, 't_lm': 0.6078214692817736}",9,7,31
184,99,sing.link.,{'eps': 0.43561815292250106},8,4,35
185,99,only_threshold,{'t_lm': 0.6552527083754945},27,16,38
186,99,without_threshold,{'N_bins': 32},16,17,26
187,99,with_threshold,"{'N_bins': 36, 't_lm': 0.6331259632226368}",9,7,31
188,99,sing.link.,{'eps': 0.18530169453903458},8,4,35
189,99,only_threshold,{'t_lm': 0.1604181229585022},27,16,38
190,99,without_threshold,{'N_bins': 49},16,17,26
191,99,with_threshold,"{'N_bins': 37, 't_lm': 0.8633864547639034}",9,7,31
192,99,sing.link.,{'eps': 0.13803687593200162},8,4,35
193,99,only_threshold,{'t_lm': 0.15726828037171892},27,16,38
194,99,without_threshold,{'N_bins': 24},16,17,26
195,99,with_threshold,"{'N_bins': 14, 't_lm': 0.30442274366391886}",9,7,31
196,99,sing.link.,{'eps': 0.15025845631547147},8,4,35
197,99,only_threshold,{'t_lm': 0.30168046288472505},27,16,38
198,99,without_threshold,{'N_bins': 37},16,17,26
199,99,with_threshold,"{'N_bins': 39, 't_lm': 0.5082075749751381}",9,7,31
200,99,sing.link.,{'eps': 0.3770090430831796},8,4,35
201,99,only_threshold,{'t_lm': 0.663036994786629},27,16,38
202,99,without_threshold,{'N_bins': 48},16,17,26
203,99,with_threshold,"{'N_bins': 50, 't_lm': 0.22506310913759187}",9,7,31
204,99,sing.link.,{'eps': 0.1176996943627739},8,4,35
205,99,only_threshold,{'t_lm': 0.5437437584816346},27,16,38
206,99,without_threshold,{'N_bins': 48},16,17,26
207,99,with_threshold,"{'N_bins': 16, 't_lm': 0.5518823261006872}",9,7,31
208,99,sing.link.,{'eps': 0.41411881011535856},8,4,35
209,99,only_threshold,{'t_lm': 0.7897701739918864},27,16,38
210,99,without_threshold,{'N_bins': 16},16,17,26
211,99,with_threshold,"{'N_bins': 31, 't_lm': 0.11849890082733633}",9,7,31
212,99,sing.link.,{'eps': 0.4091375515627901},8,4,35
213,99,only_threshold,{'t_lm': 0.22314523734824132},27,16,38
214,99,without_threshold,{'N_bins': 36},16,17,26
215,99,with_threshold,"{'N_bins': 31, 't_lm': 0.8911617781093425}",9,7,31
216,99,sing.link.,{'eps': 0.1505310068254893},8,4,35
217,99,only_threshold,{'t_lm': 0.5059791238091276},27,16,38
218,99,without_threshold,{'N_bins': 25},16,17,26
219,99,with_threshold,"{'N_bins': 21, 't_lm': 0.6270448636372987}",9,7,31
220,99,sing.link.,{'eps': 0.4857915051310948},8,4,35
221,99,only_threshold,{'t_lm': 0.6181974524261891},27,16,38
222,99,without_threshold,{'N_bins': 5},16,17,26
223,99,with_threshold,"{'N_bins': 30, 't_lm': 0.7863844959765824}",9,7,31
224,99,sing.link.,{'eps': 0.44448245353602656},8,4,35
225,99,only_threshold,{'t_lm': 0.8025207256858062},27,16,38
226,99,without_threshold,{'N_bins': 36},16,17,26
227,99,with_threshold,"{'N_bins': 20, 't_lm': 0.40979459759443426}",9,7,31
228,99,sing.link.,{'eps': 0.27690283934571747},8,4,35
229,99,only_threshold,{'t_lm': 0.30474980020869397},27,16,38
230,99,without_threshold,{'N_bins': 3},16,17,26
231,99,with_threshold,"{'N_bins': 29, 't_lm': 0.5191092552008583}",9,7,31
232,99,sing.link.,{'eps': 0.16269530282817252},8,4,35
233,99,only_threshold,{'t_lm': 0.14141330423125914},27,16,38
234,99,without_threshold,{'N_bins': 24},16,17,26
235,99,with_threshold,"{'N_bins': 37, 't_lm': 0.5335546636470809}",9,7,31
236,99,sing.link.,{'eps': 0.4657666098254497},8,4,35
237,99,only_threshold,{'t_lm': 0.7246857940458945},27,16,38
238,99,without_threshold,{'N_bins': 36},16,17,26
239,99,with_threshold,"{'N_bins': 17, 't_lm': 0.749000340380369}",9,7,31
240,99,sing.link.,{'eps': 0.17230306700399933},8,4,35
241,99,only_threshold,{'t_lm': 0.4533405127428487},27,16,38
242,99,without_threshold,{'N_bins': 27},16,17,26
243,99,with_threshold,"{'N_bins': 39, 't_lm': 0.7786977097510508}",9,7,31
244,99,sing.link.,{'eps': 0.3810715887692989},8,4,35
245,99,only_threshold,{'t_lm': 0.3524416217205264},27,16,38
246,99,without_threshold,{'N_bins': 20},16,17,26
247,99,with_threshold,"{'N_bins': 30, 't_lm': 0.8261609698318286}",9,7,31
248,99,sing.link.,{'eps': 0.2963048820312765},8,4,35
249,99,only_threshold,{'t_lm': 0.8470693316664587},27,16,38
250,99,without_threshold,{'N_bins': 38},16,17,26
251,99,with_threshold,"{'N_bins': 50, 't_lm': 0.8694137297940746}",9,7,31
252,99,sing.link.,{'eps': 0.3682634183633624},8,4,35
253,99,only_threshold,{'t_lm': 0.5083012169574037},27,16,38
254,99,without_threshold,{'N_bins': 18},16,17,26
255,99,with_threshold,"{'N_bins': 41, 't_lm': 0.20441680668181608}",9,7,31
256,99,sing.link.,{'eps': 0.405607008287754},8,4,35
257,99,only_threshold,{'t_lm': 0.8332111284053086},27,16,38
258,99,without_threshold,{'N_bins': 49},16,17,26
259,99,with_threshold,"{'N_bins': 46, 't_lm': 0.39477890572077756}",9,7,31
260,99,sing.link.,{'eps': 0.2315034744327168},8,4,35
261,99,only_threshold,{'t_lm': 0.7810724706167214},27,16,38
262,99,without_threshold,{'N_bins': 38},16,17,26
263,99,with_threshold,"{'N_bins': 20, 't_lm': 0.4312816050289462}",9,7,31
264,99,sing.link.,{'eps': 0.4945151879652706},8,4,35
265,99,only_threshold,{'t_lm': 0.8110615494239188},27,16,38
266,99,without_threshold,{'N_bins': 7},16,17,26
267,99,with_threshold,"{'N_bins': 47, 't_lm': 0.8714761823805338}",9,7,31
268,99,sing.link.,{'eps': 0.41009867052771576},8,4,35
269,99,only_threshold,{'t_lm': 0.5794728928825544},27,16,38
270,99,without_threshold,{'N_bins': 20},16,17,26
271,99,with_threshold,"{'N_bins': 8, 't_lm': 0.5166517026311263}",9,7,31
272,99,sing.link.,{'eps': 0.24204588452634895},8,4,35
273,99,only_threshold,{'t_lm': 0.8061795182317019},27,16,38
274,99,without_threshold,{'N_bins': 41},16,17,26
275,99,with_threshold,"{'N_bins': 35, 't_lm': 0.2659907856108024}",9,7,31
276,99,sing.link.,{'eps': 0.45592823991310816},8,4,35
277,99,only_threshold,{'t_lm': 0.26661333506279183},27,16,38
278,99,without_threshold,{'N_bins': 11},16,17,26
279,99,with_threshold,"{'N_bins': 26, 't_lm': 0.28875733456314445}",9,7,31
280,99,sing.link.,{'eps': 0.46437153454253466},8,4,35
281,99,only_threshold,{'t_lm': 0.1998824466605738},27,16,38
282,99,without_threshold,{'N_bins': 22},16,17,26
283,99,with_threshold,"{'N_bins': 17, 't_lm': 0.2926194859367338}",9,7,31
284,99,sing.link.,{'eps': 0.3649209815294391},8,4,35
285,99,only_threshold,{'t_lm': 0.4862509354219371},27,16,38
286,99,without_threshold,{'N_bins': 41},16,17,26
287,99,with_threshold,"{'N_bins': 30, 't_lm': 0.6843850047328546}",9,7,31
288,99,sing.link.,{'eps': 0.24614043594085067},8,4,35
289,99,only_threshold,{'t_lm': 0.7216760660610974},27,16,38
290,99,without_threshold,{'N_bins': 11},16,17,26
291,99,with_threshold,"{'N_bins': 10, 't_lm': 0.5265615739117258}",9,7,31
292,99,sing.link.,{'eps': 0.2645727275475033},8,4,35
293,99,only_threshold,{'t_lm': 0.31079140675513656},27,16,38
294,99,without_threshold,{'N_bins': 14},16,17,26
295,99,with_threshold,"{'N_bins': 22, 't_lm': 0.8248936297103845}",9,7,31
296,99,sing.link.,{'eps': 0.15486943886417137},8,4,35
297,99,only_threshold,{'t_lm': 0.7863477028772408},27,16,38
298,99,without_threshold,{'N_bins': 48},16,17,26
299,99,with_threshold,"{'N_bins': 12, 't_lm': 0.8309118984917445}",9,7,31
300,99,sing.link.,{'eps': 0.3254516241915527},8,4,35
301,99,only_threshold,{'t_lm': 0.6568698926772172},27,16,38
302,99,without_threshold,{'N_bins': 25},16,17,26
303,99,with_threshold,"{'N_bins': 32, 't_lm': 0.7508404176800302}",9,7,31
304,99,sing.link.,{'eps': 0.18270332997573357},8,4,35
305,99,only_threshold,{'t_lm': 0.8119415276592211},27,16,38
306,99,without_threshold,{'N_bins': 24},16,17,26
307,99,with_threshold,"{'N_bins': 25, 't_lm': 0.8704570731027333}",9,7,31
308,99,sing.link.,{'eps': 0.1449177820353297},8,4,35
309,99,only_threshold,{'t_lm': 0.46051075841184963},27,16,38
310,99,without_threshold,{'N_bins': 25},16,17,26
311,99,with_threshold,"{'N_bins': 7, 't_lm': 0.46133834931017703}",9,7,31
312,99,sing.link.,{'eps': 0.4564282800821752},8,4,35
313,99,only_threshold,{'t_lm': 0.2594120554230587},27,16,38
314,99,without_threshold,{'N_bins': 5},16,17,26
315,99,with_threshold,"{'N_bins': 28, 't_lm': 0.7514202102533089}",9,7,31
316,99,sing.link.,{'eps': 0.3438919998926665},8,4,35
317,99,only_threshold,{'t_lm': 0.8680615468835943},27,16,38
318,99,without_threshold,{'N_bins': 15},16,17,26
319,99,with_threshold,"{'N_bins': 14, 't_lm': 0.6635705875519555}",9,7,31
320,99,sing.link.,{'eps': 0.34268812789630887},8,4,35
321,99,only_threshold,{'t_lm': 0.3392702466116867},27,16,38
322,99,without_threshold,{'N_bins': 25},16,17,26
323,99,with_threshold,"{'N_bins': 43, 't_lm': 0.690451713666745}",9,7,31
324,99,sing.link.,{'eps': 0.48436448189770953},8,4,35
325,99,only_threshold,{'t_lm': 0.5981909958707909},27,16,38
326,99,without_threshold,{'N_bins': 38},16,17,26
327,99,with_threshold,"{'N_bins': 22, 't_lm': 0.4990735387263263}",9,7,31
328,99,sing.link.,{'eps': 0.41356501260631184},8,4,35
329,99,only_threshold,{'t_lm': 0.4891569129781804},27,16,38
330,99,without_threshold,{'N_bins': 45},16,17,26
331,99,with_threshold,"{'N_bins': 26, 't_lm': 0.4162322967668398}",9,7,31
332,99,sing.link.,{'eps': 0.10049392771018831},8,4,35
333,99,only_threshold,{'t_lm': 0.16705062047188168},27,16,38
334,99,without_threshold,{'N_bins': 4},16,17,26
335,99,with_threshold,"{'N_bins': 28, 't_lm': 0.5638982591963354}",9,7,31
336,99,sing.link.,{'eps': 0.16121201200146096},8,4,35
337,99,only_threshold,{'t_lm': 0.6788152650152538},27,16,38
338,99,without_threshold,{'N_bins': 5},16,17,26
339,99,with_threshold,"{'N_bins': 11, 't_lm': 0.4184709859892769}",9,7,31
340,99,sing.link.,{'eps': 0.23897113188338276},8,4,35
341,99,only_threshold,{'t_lm': 0.6501508500308454},27,16,38
342,99,without_threshold,{'N_bins': 18},16,17,26
343,99,with_threshold,"{'N_bins': 9, 't_lm': 0.6200998243816199}",9,7,31
344,99,sing.link.,{'eps': 0.1316924824947698},8,4,35
345,99,only_threshold,{'t_lm': 0.581570626601068},27,16,38
346,99,without_threshold,{'N_bins': 22},16,17,26
347,99,with_threshold,"{'N_bins': 49, 't_lm': 0.7737365700456427}",9,7,31
348,99,sing.link.,{'eps': 0.3315350557806437},8,4,35
349,99,only_threshold,{'t_lm': 0.40089199515883434},27,16,38
350,99,without_threshold,{'N_bins': 29},16,17,26
351,99,with_threshold,"{'N_bins': 43, 't_lm': 0.16832551592668182}",9,7,31
352,99,sing.link.,{'eps': 0.4989484179928465},8,4,35
353,99,only_threshold,{'t_lm': 0.1989007040663065},27,16,38
354,99,without_threshold,{'N_bins': 42},16,17,26
355,99,with_threshold,"{'N_bins': 37, 't_lm': 0.46263222857433095}",9,7,31
356,99,sing.link.,{'eps': 0.44740175443216224},8,4,35
357,99,only_threshold,{'t_lm': 0.22418139826506592},27,16,38
358,99,without_threshold,{'N_bins': 6},16,17,26
359,99,with_threshold,"{'N_bins': 37, 't_lm': 0.25029901254025405}",9,7,31
360,99,sing.link.,{'eps': 0.13890536148408633},8,4,35
361,99,only_threshold,{'t_lm': 0.7560795825344426},27,16,38
362,99,without_threshold,{'N_bins': 30},16,17,26
363,99,with_threshold,"{'N_bins': 6, 't_lm': 0.2739643963513057}",9,7,31
364,99,sing.link.,{'eps': 0.14170336424478422},8,4,35
365,99,only_threshold,{'t_lm': 0.3864970492062424},27,16,38
366,99,without_threshold,{'N_bins': 44},16,17,26
367,99,with_threshold,"{'N_bins': 19, 't_lm': 0.329690290166166}",9,7,31
368,99,sing.link.,{'eps': 0.19913861362001467},8,4,35
369,99,only_threshold,{'t_lm': 0.21692223425803753},27,16,38
370,99,without_threshold,{'N_bins': 37},16,17,26
371,99,with_threshold,"{'N_bins': 42, 't_lm': 0.4650552435460392}",9,7,31
372,99,sing.link.,{'eps': 0.37924385922694237},8,4,35
373,99,only_threshold,{'t_lm': 0.3980830217682215},27,16,38
374,99,without_threshold,{'N_bins': 5},16,17,26
375,99,with_threshold,"{'N_bins': 4, 't_lm': 0.36246570984266446}",9,7,31
376,99,sing.link.,{'eps': 0.3949889660300159},8,4,35
377,99,only_threshold,{'t_lm': 0.44647435727747664},27,16,38
378,99,without_threshold,{'N_bins': 25},16,17,26
379,99,with_threshold,"{'N_bins': 19, 't_lm': 0.2819528493061363}",9,7,31
380,99,sing.link.,{'eps': 0.19787472714186813},8,4,35
381,99,only_threshold,{'t_lm': 0.8963597771670558},27,16,38
382,99,without_threshold,{'N_bins': 2},16,17,26
383,99,with_threshold,"{'N_bins': 32, 't_lm': 0.7228101486348851}",9,7,31
384,99,sing.link.,{'eps': 0.19318843049459666},8,4,35
385,99,only_threshold,{'t_lm': 0.29766937847967323},27,16,38
386,99,without_threshold,{'N_bins': 35},16,17,26
387,99,with_threshold,"{'N_bins': 18, 't_lm': 0.826471758695637}",9,7,31
388,99,sing.link.,{'eps': 0.36193066725683554},8,4,35
389,99,only_threshold,{'t_lm': 0.24063882851256216},27,16,38
390,99,without_threshold,{'N_bins': 41},16,17,26
391,99,with_threshold,"{'N_bins': 19, 't_lm': 0.49459828662729366}",9,7,31
392,99,sing.link.,{'eps': 0.3492527411859103},8,4,35
393,99,only_threshold,{'t_lm': 0.7927365515858549},27,16,38
394,99,without_threshold,{'N_bins': 31},16,17,26
395,99,with_threshold,"{'N_bins': 31, 't_lm': 0.8247348948802397}",9,7,31
396,99,sing.link.,{'eps': 0.1387305161854649},8,4,35
397,99,only_threshold,{'t_lm': 0.27624057386435596},27,16,38
398,99,without_threshold,{'N_bins': 29},16,17,26
399,99,with_threshold,"{'N_bins': 45, 't_lm': 0.24125506871750782}",9,7,31
